"Name"	"Data Type"	"Precision"	"Scale"	"Length"	"Code Page"	"Sort Key Position"	"Comparison Flags"	"Source Component"
"NetProc"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"AqcsTax"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"AqcsTaxFC"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"AqcsTaxSC"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"CashDiscPr"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"CashDiscnt"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"CashDiscFC"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"CashDiscSC"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"ShipToCode"	"DT_WSTR"	"0"	"0"	"50"	"0"	"0"	""	"SRC - OPCH"
"LicTradNum"	"DT_WSTR"	"0"	"0"	"32"	"0"	"0"	""	"SRC - OPCH"
"PaymentRef"	"DT_WSTR"	"0"	"0"	"27"	"0"	"0"	""	"SRC - OPCH"
"WTSum"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"WTSumFC"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"WTSumSC"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"RoundDif"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"RoundDifFC"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"RoundDifSy"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"CheckDigit"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"Form1099"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"Box1099"	"DT_WSTR"	"0"	"0"	"20"	"0"	"0"	""	"SRC - OPCH"
"submitted"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"PoPrss"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"Rounding"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"RevisionPo"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"Segment"	"DT_I2"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"ReqDate"	"DT_DBTIMESTAMP"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"CancelDate"	"DT_DBTIMESTAMP"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"PickStatus"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"Pick"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"BlockDunn"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"PeyMethod"	"DT_WSTR"	"0"	"0"	"15"	"0"	"0"	""	"SRC - OPCH"
"PayBlock"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"PayBlckRef"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"MaxDscn"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"Reserve"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"Max1099"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"CntrlBnk"	"DT_WSTR"	"0"	"0"	"15"	"0"	"0"	""	"SRC - OPCH"
"PickRmrk"	"DT_WSTR"	"0"	"0"	"254"	"0"	"0"	""	"SRC - OPCH"
"ISRCodLine"	"DT_WSTR"	"0"	"0"	"53"	"0"	"0"	""	"SRC - OPCH"
"ExpAppl"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"ExpApplFC"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"ExpApplSC"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"Project"	"DT_WSTR"	"0"	"0"	"20"	"0"	"0"	""	"SRC - OPCH"
"DeferrTax"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"LetterNum"	"DT_WSTR"	"0"	"0"	"50"	"0"	"0"	""	"SRC - OPCH"
"FromDate"	"DT_DBTIMESTAMP"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"ToDate"	"DT_DBTIMESTAMP"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"WTApplied"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"WTAppliedF"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"BoeReserev"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"AgentCode"	"DT_WSTR"	"0"	"0"	"32"	"0"	"0"	""	"SRC - OPCH"
"WTAppliedS"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"EquVatSum"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"EquVatSumF"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"EquVatSumS"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"Installmnt"	"DT_I2"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"VATFirst"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"NnSbAmnt"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"NnSbAmntSC"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"NbSbAmntFC"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"ExepAmnt"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"ExepAmntSC"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"ExepAmntFC"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"VatDate"	"DT_DBTIMESTAMP"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"CorrExt"	"DT_WSTR"	"0"	"0"	"25"	"0"	"0"	""	"SRC - OPCH"
"CorrInv"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"NCorrInv"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"CEECFlag"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"BaseAmnt"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"BaseAmntSC"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"BaseAmntFC"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"CtlAccount"	"DT_WSTR"	"0"	"0"	"15"	"0"	"0"	""	"SRC - OPCH"
"BPLId"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"BPLName"	"DT_WSTR"	"0"	"0"	"100"	"0"	"0"	""	"SRC - OPCH"
"VATRegNum"	"DT_WSTR"	"0"	"0"	"32"	"0"	"0"	""	"SRC - OPCH"
"TxInvRptNo"	"DT_WSTR"	"0"	"0"	"10"	"0"	"0"	""	"SRC - OPCH"
"TxInvRptDt"	"DT_DBTIMESTAMP"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"KVVATCode"	"DT_NTEXT"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"WTDetails"	"DT_WSTR"	"0"	"0"	"100"	"0"	"0"	""	"SRC - OPCH"
"SumAbsId"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"SumRptDate"	"DT_DBTIMESTAMP"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"PIndicator"	"DT_WSTR"	"0"	"0"	"10"	"0"	"0"	""	"SRC - OPCH"
"ManualNum"	"DT_WSTR"	"0"	"0"	"20"	"0"	"0"	""	"SRC - OPCH"
"UseShpdGd"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"BaseVtAt"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"BaseVtAtSC"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"BaseVtAtFC"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"NnSbVAt"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"NnSbVAtSC"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"NbSbVAtFC"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"ExptVAt"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"ExptVAtSC"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"ExptVAtFC"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"LYPmtAt"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"LYPmtAtSC"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"LYPmtAtFC"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"ExpAnSum"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"ExpAnSys"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"ExpAnFrgn"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"DocSubType"	"DT_WSTR"	"0"	"0"	"2"	"0"	"0"	""	"SRC - OPCH"
"DpmStatus"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"DpmAmnt"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"DpmAmntSC"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"DpmAmntFC"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"DpmDrawn"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"DpmPrcnt"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"PaidSum"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"PaidSumFc"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"PaidSumSc"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"FolioPref"	"DT_WSTR"	"0"	"0"	"4"	"0"	"0"	""	"SRC - OPCH"
"FolioNum"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"DpmAppl"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"DpmApplFc"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"DpmApplSc"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"LPgFolioN"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"Header"	"DT_NTEXT"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"Footer"	"DT_NTEXT"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"Posted"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"OwnerCode"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"BPChCode"	"DT_WSTR"	"0"	"0"	"15"	"0"	"0"	""	"SRC - OPCH"
"BPChCntc"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"PayToCode"	"DT_WSTR"	"0"	"0"	"50"	"0"	"0"	""	"SRC - OPCH"
"IsPaytoBnk"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"BnkCntry"	"DT_WSTR"	"0"	"0"	"3"	"0"	"0"	""	"SRC - OPCH"
"BankCode"	"DT_WSTR"	"0"	"0"	"30"	"0"	"0"	""	"SRC - OPCH"
"BnkAccount"	"DT_WSTR"	"0"	"0"	"50"	"0"	"0"	""	"SRC - OPCH"
"BnkBranch"	"DT_WSTR"	"0"	"0"	"50"	"0"	"0"	""	"SRC - OPCH"
"isIns"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"TrackNo"	"DT_WSTR"	"0"	"0"	"30"	"0"	"0"	""	"SRC - OPCH"
"VersionNum"	"DT_WSTR"	"0"	"0"	"13"	"0"	"0"	""	"SRC - OPCH"
"LangCode"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"BPNameOW"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"BillToOW"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"ShipToOW"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"RetInvoice"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"ClsDate"	"DT_DBTIMESTAMP"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"MInvNum"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"MInvDate"	"DT_DBTIMESTAMP"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"SeqCode"	"DT_I2"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"Serial"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"SeriesStr"	"DT_WSTR"	"0"	"0"	"3"	"0"	"0"	""	"SRC - OPCH"
"SubStr"	"DT_WSTR"	"0"	"0"	"3"	"0"	"0"	""	"SRC - OPCH"
"Model"	"DT_WSTR"	"0"	"0"	"6"	"0"	"0"	""	"SRC - OPCH"
"TaxOnExp"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"TaxOnExpFc"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"TaxOnExpSc"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"TaxOnExAp"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"TaxOnExApF"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"TaxOnExApS"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"LastPmnTyp"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"LndCstNum"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"UseCorrVat"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"BlkCredMmo"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"OpenForLaC"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"Excised"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"ExcRefDate"	"DT_DBTIMESTAMP"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"ExcRmvTime"	"DT_WSTR"	"0"	"0"	"8"	"0"	"0"	""	"SRC - OPCH"
"SrvGpPrcnt"	"DT_NUMERIC"	"21"	"6"	"0"	"0"	"0"	""	"SRC - OPCH"
"DepositNum"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"CertNum"	"DT_WSTR"	"0"	"0"	"31"	"0"	"0"	""	"SRC - OPCH"
"DutyStatus"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"AutoCrtFlw"	"DT_WSTR"	"0"	"0"	"1"	"0"	"0"	""	"SRC - OPCH"
"FlwRefDate"	"DT_DBTIMESTAMP"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
"FlwRefNum"	"DT_WSTR"	"0"	"0"	"100"	"0"	"0"	""	"SRC - OPCH"
"VatJENum"	"DT_I4"	"0"	"0"	"0"	"0"	"0"	""	"SRC - OPCH"
